target,text
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
ham,Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...
ham,Even if he my friend he is a priest call him now
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062."
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
ham,Dude we should go sup again
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
ham,Have you heard from this week?
ham,I am going to film 2day da. At 6pm. Sorry da.
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
ham,ÌÏ eatin later but i'm eatin wif my frens now lei... ÌÏ going home first? 
ham,Me i'm not workin. Once i get job...
ham,Hope you are not scared!
ham,I'm done oredi...
ham,Goodnight da thangam I really miss u dear.
ham,Going on nothing great.bye
spam,Todays Voda numbers ending 1225 are selected to receive a å£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
ham,"I'm outside islands, head towards hard rock and you'll run into me"
ham,What's a feathery bowa? Is that something guys have that I don't know about?
ham,I'll meet you in the lobby
ham,ÌÏ all write or wat..
spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, å£1.50 to rcv"
ham,Do Ì_ all wan 2 meet up n combine all the parts? How's da rest of da project going?
ham,Is xy going 4 e lunch?
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
ham,How much are we getting?
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send"
ham,"I think your mentor is , but not 100 percent sure."
ham,"Sorry, I'll call later"
ham,Dear we are going to our rubber place
ham,You've always been the brainy one.
ham,"Sir, I need AXIS BANK account no and bank address."
ham,"[Û_] anyway, many good evenings to u! s"
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..
ham,We live in the next  &lt;#&gt; mins
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. .."""
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
ham,Ya it came a while ago
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?"
ham,"Its ok., i just askd did u knw tht no?"
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u 
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
ham,\Wen u miss someone
ham,"Aight, I'll text you when I'm back"
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
ham,Or ill be a little closer like at the bus stop on the same street
ham,K..k..i'm also fine:)when will you complete the course?
ham,It's ok lar. U sleep early too... Nite...
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
ham,Those ducking chinchillas
ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
ham,Watching tv lor. Nice one then i like lor.
ham,I reach home safe n sound liao...
ham,We r outside already.
ham,Where in abj are you serving. Are you staying with dad or alone.
ham,Me n him so funny...
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.
ham,I dont have i shall buy one dear
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,Yes we are chatting too.
ham,K I'll be sure to get up before noon and see what's what
ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"""
ham,Ok lor.
ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES
ham,Captain is in our room:)
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students
ham,Wat time Ì_ wan today?
ham,What does the dance river do?
ham,U sure u can't take any sick time?
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
ham,Much better now thanks lol
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
ham,Yes:)from last week itself i'm taking live call.
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...
ham,And popping &lt;#&gt; ibuprofens was no help.
ham,Well. You know what i mean. Texting
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_"
ham,ÌÏ got wat to buy tell us then Ì_ no need to come in again.
ham,Ok... Let u noe when i leave my house.
ham,Sorry that was my uncle. I.ll keep in touch
ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
ham,Spoons it is then okay?
ham,"What part of \don't initiate\"" don't you understand"""
ham,"* Was really good to see you the other day dudette, been missing you!"
ham,Well done and ! luv ya all 
ham,Cancel cheyyamo?and get some money back?
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
ham,I'm really sorry I lit your hair on fire
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!
ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for å£3/wk
ham,how are you? I miss you!
ham,I love your ass! Do you enjoy doggy style? :)
ham,And by when you're done I mean now
ham,"That's cool, I'll come by like  &lt;#&gt; ish"
ham,aathi..where are you dear..
ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
ham,"Same, I'm at my great aunts anniversary party in tarpon springs"
ham,I am late. I will be there at
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity 
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
ham,How long does it take to get it.
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
ham,I keep ten rs in my shelf:) buy two egg.
ham,Yup
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
ham,Infact happy new year. How are you where are you when are we seeing
ham,You still coming tonight?
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
ham,What time you think you'll have it? Need to know when I should be near campus
spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
